date,mjd,year_fraction,c20_value,c20_sigma,c30_value,c30_sigma,source,doi
2015-03-08 02:57:32.054794496,57086.57534246575,2014.945205479452,-0.0004847000431038414,1e-10,-4.1999891238474547e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2015-04-11 23:46:50.958904128,57121.40182648402,2015.041095890411,-0.0004847000320571277,1e-10,-4.2003448873316865e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2015-05-16 20:36:09.863013696,57156.22831050228,2015.13698630137,-0.0004847000536660597,1e-10,-4.1999889252213637e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2015-06-20 17:25:28.767123264,57191.05479452055,2015.2328767123288,-0.00048470008935616186,1e-10,-4.200030023139424e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2015-07-25 14:14:47.671232896,57225.881278538815,2015.3287671232877,-0.00048470007433999674,1e-10,-4.2001178566926675e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2015-08-29 11:04:06.575342464,57260.70776255708,2015.4246575342465,-0.0004847000875750651,1e-10,-4.1999060056203256e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2015-10-03 07:53:25.479452032,57295.53424657534,2015.5205479452054,-0.00048470007513469194,1e-10,-4.199849197742981e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2015-11-07 04:42:44.383561664,57330.36073059361,2015.6164383561643,-0.00048470008630038683,1e-10,-4.20007292658376e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2015-12-12 01:32:03.287671232,57365.18721461187,2015.7123287671234,-0.0004847001076577614,1e-10,-4.199965578035918e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2016-01-15 22:21:22.191780800,57400.01369863014,2015.8082191780823,-0.0004847001268010001,1e-10,-4.200098218780062e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2016-02-19 19:10:41.095890432,57434.840182648404,2015.9041095890411,-0.00048470012506252036,1e-10,-4.2001179908284784e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2016-03-25 16:00:00.000000000,57469.666666666664,2016.0,-0.00048470011585907344,1e-10,-4.1999880754919146e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2016-04-29 12:49:18.904109568,57504.49315068493,2016.0958904109589,-0.00048470011904182877,1e-10,-4.1999214867661394e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2016-06-03 09:38:37.808219200,57539.3196347032,2016.1917808219177,-0.0004847001115789518,1e-10,-4.200084493928808e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2016-07-08 06:27:56.712328768,57574.14611872146,2016.2876712328766,-0.0004847001353214407,1e-10,-4.2003320504642473e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2016-08-12 03:17:15.616438336,57608.97260273973,2016.3835616438357,-0.0004847001264397756,1e-10,-4.1999121322735973e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2016-09-16 00:06:34.520547968,57643.799086757994,2016.4794520547946,-0.00048470016064874904,1e-10,-4.20023948367199e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2016-10-20 20:55:53.424657536,57678.625570776254,2016.5753424657535,-0.0004847001578057978,1e-10,-4.199981700206515e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2016-11-24 17:45:12.328767104,57713.45205479452,2016.6712328767123,-0.0004847001344446313,1e-10,-4.199733146065316e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2016-12-29 14:34:31.232876736,57748.27853881279,2016.7671232876712,-0.00048470010150932207,1e-10,-4.2000025244317957e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2017-02-02 11:23:50.136986304,57783.10502283105,2016.86301369863,-0.00048470005410351563,1e-10,-4.200178462500699e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2017-03-09 08:13:09.041095872,57817.931506849316,2016.958904109589,-0.0004847000795951744,1e-10,-4.2002191768569926e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2017-04-13 05:02:27.945205504,57852.75799086758,2017.054794520548,-0.00048470005080893667,1e-10,-4.1998244307711986e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2017-05-18 01:51:46.849315072,57887.58447488584,2017.150684931507,-0.00048470001519235157,1e-10,-4.200002542274327e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2017-06-21 22:41:05.753424640,57922.41095890411,2017.2465753424658,-0.0004846999898703537,1e-10,-4.1999190392262086e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2017-07-26 19:30:24.657534208,57957.23744292237,2017.3424657534247,-0.0004847000119671473,1e-10,-4.1998610547303084e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2017-08-30 16:19:43.561643840,57992.06392694064,2017.4383561643835,-0.0004847000058624913,1e-10,-4.2000073503440756e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2017-10-04 13:09:02.465753408,58026.890410958906,2017.5342465753424,-0.0004846999700770206,1e-10,-4.200046290635796e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2017-11-08 09:58:21.369862976,58061.71689497717,2017.6301369863013,-0.0004847000107463841,1e-10,-4.2001421021545774e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2017-12-13 06:47:40.273972608,58096.54337899543,2017.7260273972602,-0.00048470000258071544,1e-10,-4.200462375714858e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2018-01-17 03:36:59.178082176,58131.3698630137,2017.8219178082193,-0.00048469997780113173,1e-10,-4.2002277000740944e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2018-02-21 00:26:18.082191744,58166.19634703196,2017.9178082191781,-0.00048469999156520576,1e-10,-4.2000104390260135e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2018-03-27 21:15:36.986301376,58201.02283105023,2018.013698630137,-0.00048469997401057684,1e-10,-4.2000262893024446e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2018-05-01 18:04:55.890410944,58235.849315068495,2018.109589041096,-0.00048469999408901017,1e-10,-4.1999394660190416e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2018-06-05 14:54:14.794520512,58270.675799086755,2018.2054794520548,-0.0004847000086675019,1e-10,-4.200019003025731e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2018-07-10 11:43:33.698630144,58305.50228310502,2018.3013698630136,-0.00048470002531100385,1e-10,-4.1999760963731284e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2018-08-14 08:32:52.602739712,58340.32876712329,2018.3972602739725,-0.000484700021763485,1e-10,-4.199881830181254e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2018-09-18 05:22:11.506849280,58375.15525114155,2018.4931506849316,-0.00048470002712897573,1e-10,-4.200132756740787e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2018-10-23 02:11:30.410958912,58409.98173515982,2018.5890410958905,-0.0004847000096684741,1e-10,-4.200043073684873e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2018-11-26 23:00:49.315068480,58444.808219178085,2018.6849315068494,-0.0004847000338769706,1e-10,-4.2002410819247717e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2018-12-31 19:50:08.219178048,58479.634703196345,2018.7808219178082,-0.0004847000354265515,1e-10,-4.199854066081801e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2019-02-04 16:39:27.123287680,58514.46118721461,2018.876712328767,-0.0004847000094125348,1e-10,-4.1999942373118597e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2019-03-11 13:28:46.027397248,58549.28767123288,2018.972602739726,-0.0004846999915987304,1e-10,-4.19992652667943e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2019-04-15 10:18:04.931506816,58584.11415525114,2019.0684931506848,-0.000484700015668932,1e-10,-4.19976862752746e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2019-05-20 07:07:23.835616448,58618.94063926941,2019.164383561644,-0.0004846999950295578,1e-10,-4.1998380681231817e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2019-06-24 03:56:42.739726016,58653.767123287675,2019.2602739726028,-0.00048470000387522427,1e-10,-4.200009000216453e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2019-07-29 00:46:01.643835584,58688.593607305935,2019.3561643835617,-0.0004846999964099294,1e-10,-4.199881847198758e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2019-09-01 21:35:20.547945216,58723.4200913242,2019.4520547945206,-0.0004846999943421485,1e-10,-4.200214755617193e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2019-10-06 18:24:39.452054784,58758.24657534246,2019.5479452054794,-0.0004846999736631277,1e-10,-4.199934913583049e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2019-11-10 15:13:58.356164352,58793.07305936073,2019.6438356164383,-0.000484699978332163,1e-10,-4.199979163488755e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2019-12-15 12:03:17.260273984,58827.899543379,2019.7397260273972,-0.0004847000236058631,1e-10,-4.200242740351379e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2020-01-19 08:52:36.164383552,58862.726027397264,2019.835616438356,-0.0004847000512650637,1e-10,-4.1997994019958095e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2020-02-23 05:41:55.068493120,58897.552511415524,2019.9315068493152,-0.0004847000273476592,1e-10,-4.200105611576439e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2020-03-29 02:31:13.972602752,58932.37899543379,2020.027397260274,-0.00048470002529243884,1e-10,-4.1998975156920417e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2020-05-02 23:20:32.876712320,58967.20547945205,2020.123287671233,-0.00048469999281153334,1e-10,-4.2000629902397387e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2020-06-06 20:09:51.780821888,59002.03196347032,2020.2191780821918,-0.0004846999839921193,1e-10,-4.1998509685665084e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2020-07-11 16:59:10.684931520,59036.85844748859,2020.3150684931506,-0.00048470000160654136,1e-10,-4.199803160735475e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2020-08-15 13:48:29.589041152,59071.684931506854,2020.4109589041095,-0.00048469998079641387,1e-10,-4.2001245074217107e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2020-09-19 10:37:48.493150720,59106.511415525114,2020.5068493150684,-0.0004847000054107191,1e-10,-4.200229559804082e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2020-10-24 07:27:07.397260288,59141.33789954338,2020.6027397260275,-0.00048470005576220374,1e-10,-4.200019711507442e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2020-11-28 04:16:26.301369856,59176.16438356164,2020.6986301369864,-0.0004847000098404426,1e-10,-4.199872662504446e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2021-01-02 01:05:45.205479424,59210.99086757991,2020.7945205479452,-0.0004847000519815692,1e-10,-4.2000556968243913e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2021-02-05 21:55:04.109588992,59245.817351598176,2020.890410958904,-0.00048470003133205275,1e-10,-4.2000920285375937e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2021-03-12 18:44:23.013698560,59280.643835616436,2020.986301369863,-0.0004847000031817104,1e-10,-4.1999267576615825e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2021-04-16 15:33:41.917808256,59315.4703196347,2021.0821917808219,-0.00048469999396266847,1e-10,-4.2004142276202103e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2021-05-21 12:23:00.821917824,59350.29680365297,2021.1780821917807,-0.00048470002703167103,1e-10,-4.200099707336023e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2021-06-25 09:12:19.726027392,59385.12328767123,2021.2739726027398,-0.000484700000925707,1e-10,-4.200207569445226e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2021-07-30 06:01:38.630136960,59419.9497716895,2021.3698630136987,-0.0004847000343700315,1e-10,-4.199955777944423e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2021-09-03 02:50:57.534246528,59454.776255707766,2021.4657534246576,-0.0004847000657608562,1e-10,-4.200110437393621e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2021-10-07 23:40:16.438356096,59489.602739726026,2021.5616438356165,-0.00048470007419920664,1e-10,-4.200167275148718e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2021-11-11 20:29:35.342465792,59524.42922374429,2021.6575342465753,-0.0004847000557982349,1e-10,-4.2000530746760865e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2021-12-16 17:18:54.246575360,59559.25570776256,2021.7534246575342,-0.00048470004703817453,1e-10,-4.2002202612633143e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2022-01-20 14:08:13.150684928,59594.08219178082,2021.849315068493,-0.0004847000243533984,1e-10,-4.200001968561509e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2022-02-24 10:57:32.054794496,59628.90867579909,2021.945205479452,-0.000484700028075641,1e-10,-4.2001023558525945e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2022-03-31 07:46:50.958904064,59663.735159817355,2022.041095890411,-0.0004847000239593754,1e-10,-4.2000566128555164e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2022-05-05 04:36:09.863013632,59698.561643835616,2022.13698630137,-0.0004847000418291093,1e-10,-4.2001075707144554e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2022-06-09 01:25:28.767123328,59733.38812785388,2022.2328767123288,-0.0004847000424889695,1e-10,-4.199863160564872e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2022-07-13 22:14:47.671232896,59768.21461187214,2022.3287671232877,-0.00048470002638600326,1e-10,-4.200016328052277e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2022-08-17 19:04:06.575342464,59803.04109589041,2022.4246575342465,-0.000484700034409251,1e-10,-4.199921323225101e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2022-09-21 15:53:25.479452032,59837.86757990868,2022.5205479452054,-0.00048470002667685166,1e-10,-4.199928032197873e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2022-10-26 12:42:44.383561600,59872.694063926945,2022.6164383561643,-0.0004847000426525472,1e-10,-4.2001209226430306e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2022-11-30 09:32:03.287671168,59907.520547945205,2022.7123287671234,-0.00048470005584966286,1e-10,-4.199914503997732e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2023-01-04 06:21:22.191780864,59942.34703196347,2022.8082191780823,-0.0004847000509147514,1e-10,-4.1999476337288636e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2023-02-08 03:10:41.095890432,59977.17351598173,2022.9041095890411,-0.0004847000482052419,1e-10,-4.199952952714773e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
2023-03-15 00:00:00.000000000,60012.0,2023.0,-0.0004847000261009811,1e-10,-4.200059803992241e-07,1.4e-10,TN-14_GSFC_SLR_real_220_K03381,10.1029/2019GL085488
